datetime,forecast,actual
2019-03-22 00:00:00,4.318974464035824,3.40785050383333
2019-03-22 00:30:00,3.5683972111118294,2.153288889
2019-03-22 01:00:00,3.6900034402509987,2.25936888883333
2019-03-22 01:30:00,4.091247842750185,3.88415888883333
2019-03-22 02:00:00,4.0271565737581625,2.27251111116667
2019-03-22 02:30:00,3.3485545683479376,1.26534222233333
2019-03-22 03:00:00,1.9566921405622082,0.011578889
2019-03-22 03:30:00,1.5581223270531273,0.0019738888333333
2019-03-22 04:00:00,0.8021356256772357,0.6759604545606058
2019-03-22 04:30:00,0.8381483082705963,0.38430605144490354
2019-03-22 05:00:00,0.8438426979842076,0.21265104601565205
2019-03-22 05:30:00,0.17194325611064043,0.11695184816859044
2019-03-22 06:00:00,0.17348970579549577,0.1298979252596744
2019-03-22 06:30:00,0.08974074694186256,0.19214425179843267
2019-03-22 07:00:00,-0.04109184057290187,0.15995050609278058
2019-03-22 07:30:00,0.8747850679823665,0.22240646662137553
2019-03-22 08:00:00,1.006117828583987,0.25812377758553223
2019-03-22 08:30:00,1.9767893301436787,0.0370338888333333
2019-03-22 09:00:00,2.4827464617424915,0.5567855555
2019-03-22 09:30:00,2.3632868339289614,0.129685
2019-03-22 10:00:00,2.7918105533055027,0.911371111166667
2019-03-22 10:30:00,2.761291394959667,0.383135
2019-03-22 11:00:00,2.7683030104313926,0.385251111
2019-03-22 11:30:00,2.9003375243732807,0.6934427775
2019-03-22 12:00:00,3.7775855500782605,1.38246388866667
2019-03-22 12:30:00,3.4832551715833424,0.95478
2019-03-22 13:00:00,3.180494560104243,1.54484277766667
2019-03-22 13:30:00,3.496653353505177,1.62773444433333
2019-03-22 14:00:00,3.448306169084314,1.6879816665
2019-03-22 14:30:00,3.300476312320162,1.938055
2019-03-22 15:00:00,3.6633802380722904,1.027141111
2019-03-22 15:30:00,3.6149649744379575,0.718490555666667
2019-03-22 16:00:00,3.643393354133391,0.248392222166667
2019-03-22 16:30:00,4.504656978910325,1.46902277766667
2019-03-22 17:00:00,5.015121335278406,1.8287833335
2019-03-22 17:30:00,5.294421227101948,2.47486722216667
2019-03-22 18:00:00,4.974260063601519,2.10867277783333
2019-03-22 18:30:00,4.548224519862799,1.706371111
2019-03-22 19:00:00,4.498735836562876,1.48339666666667
2019-03-22 19:30:00,4.5677485784907,2.46903055566667
2019-03-22 20:00:00,3.963568619563872,0.909576666666667
2019-03-22 20:30:00,3.947081201603319,1.188432222
2019-03-22 21:00:00,4.654018233898299,2.47551777783333
2019-03-22 21:30:00,5.0709407879968085,3.08932499983333
2019-03-22 22:00:00,5.360173630025461,2.13331444466667
2019-03-22 22:30:00,5.114868762500189,2.18420833316667
2019-03-22 23:00:00,4.054693288635897,1.00878277783333
2019-03-22 23:30:00,4.036486234178921,1.56570222216667
2019-03-23 00:00:00,3.374440677941343,1.57174543283333
2019-03-23 00:30:00,3.24006285635402,0.598456111
2019-03-23 01:00:00,3.61089194749825,2.04187888916667
2019-03-23 01:30:00,3.996245729507912,2.175806111
2019-03-23 02:00:00,4.13179848303957,2.57420499983333
2019-03-23 02:30:00,5.114670790881735,4.79804388883333
2019-03-23 03:00:00,5.170470539220076,4.970662778
2019-03-23 03:30:00,3.884297233273971,1.26657611116667
2019-03-23 04:00:00,3.29280176153799,0.556216111
2019-03-23 04:30:00,3.3238207178568797,1.22845333333333
2019-03-23 05:00:00,3.701969070593263,1.011033889
2019-03-23 05:30:00,5.1138199388955226,4.30928999983333
2019-03-23 06:00:00,5.18803387262457,2.283705
2019-03-23 06:30:00,5.569798471816135,3.80338833333333
2019-03-23 07:00:00,5.7276799905963385,3.4862455555
2019-03-23 07:30:00,6.440167421593303,5.20439222216667
2019-03-23 08:00:00,6.797526836182261,7.16868333333333
2019-03-23 08:30:00,7.183849107301675,6.76864833333333
2019-03-23 09:00:00,8.636112355483505,8.89732666683333
2019-03-23 09:30:00,9.027197096007697,8.6285677785
2019-03-23 10:00:00,9.187147889254351,8.96538777766667
2019-03-23 10:30:00,9.021165616274025,8.56112277766667
2019-03-23 11:00:00,9.057957788823682,8.95166444383333
2019-03-23 11:30:00,8.725214817958317,7.5180094445
2019-03-23 12:00:00,8.95089523088767,8.6699983335
2019-03-23 12:30:00,9.113970780542484,8.27584388883333
2019-03-23 13:00:00,8.558013463156595,7.20614444433333
2019-03-23 13:30:00,7.988157099184954,6.44236555566667
2019-03-23 14:00:00,8.660803159478734,6.97826833333333
2019-03-23 14:30:00,9.336019208134779,8.86483722216667
2019-03-23 15:00:00,8.686459824783256,8.71935722216667
2019-03-23 15:30:00,8.036536936583147,6.85218611116667
2019-03-23 16:00:00,7.4901603701291135,5.9163944445
2019-03-23 16:30:00,7.286953370692468,6.00588333316667
2019-03-23 17:00:00,6.8074673048637635,4.73197611133333
2019-03-23 17:30:00,6.230128595147213,3.58009277783333
2019-03-23 18:00:00,6.906616183160857,4.5676344445
2019-03-23 18:30:00,7.047175482470474,5.28598055533333
2019-03-23 19:00:00,5.958911343306007,3.690162778
2019-03-23 19:30:00,7.189632041179857,7.0752694445
2019-03-23 20:00:00,8.060975759622767,8.386233889
2019-03-23 20:30:00,8.291255120870519,8.93821944433333
2019-03-23 21:00:00,8.129564174552339,8.94226777766667
2019-03-23 21:30:00,8.676397854593967,9.7166988895
2019-03-23 22:00:00,8.268382442332719,8.906607778
2019-03-23 22:30:00,7.682444067917266,8.899352222
2019-03-23 23:00:00,6.670741576849923,8.13791277783333
2019-03-23 23:30:00,6.311376638558014,7.61737166666667
