,forecast,actual
2018-11-11 12:40:00,1.077601458047792,1.4383
2018-11-12 12:42:00,1.2829186591319939,0.166366666666667
2018-11-13 12:44:00,1.2541367080780965,4.24991666666667
2018-11-14 12:46:00,1.2220253781315282,0.52115
2018-11-15 12:48:00,1.4651489710477743,2.44264696969697
2018-11-16 12:50:00,3.5798713927369783,2.256587603305785
2018-11-17 12:52:00,3.342881717769918,0.0051833333333333
2018-11-18 12:54:00,0.5488057662135994,2.17331666666667
2018-11-19 12:56:00,2.595129423241821,5.00528333333333
2018-11-20 12:58:00,2.5373928795162684,6.4552
2018-11-21 13:00:00,3.7508382317093294,2.3651
2018-11-22 13:02:00,2.2786758635743087,1.61933333333333
2018-11-23 13:04:00,3.5206070565908165,2.192837878787878
2018-11-24 13:06:00,2.6275039184766267,2.471370110192836
2018-11-25 13:08:00,3.132753641151628,0.00745
2018-11-26 13:10:00,3.316566948263449,1.922750726270973
2018-11-27 13:11:00,3.354243279238325,1.9822841256289407
2018-11-28 13:13:00,3.9222201286090255,6.49553333333333
2018-11-29 13:15:00,3.6670679933046113,3.04433333333333
2018-11-30 13:17:00,3.8784390221599314,1.20776666666667
2018-12-01 13:18:00,3.0102255874369606,1.74653333333333
2018-12-02 13:20:00,3.9221121944846034,1.09721666666667
2018-12-03 13:22:00,3.168040453642838,4.3745
2018-12-04 13:23:00,4.620304042143042,11.2978
2018-12-05 13:25:00,4.437677858585474,2.69843333333333
2018-12-06 13:26:00,4.2864969822872965,1.41198333333333
2018-12-07 13:27:00,4.099442129615549,2.21365
2018-12-08 13:29:00,4.26706267537854,7.50646666666667
2018-12-09 13:30:00,3.2280101250228355,5.2775
2018-12-10 13:31:00,3.771922504740836,9.95111666666667
2018-12-11 13:33:00,3.3547402881539017,3.74338333333333
2018-12-12 13:34:00,3.8556902649846507,0.0044
2018-12-13 13:35:00,2.842013499709578,1.29506666666667
2018-12-14 13:36:00,3.900013893821588,1.18826666666667
2018-12-15 13:37:00,2.5517502354107053,0.0797833333333333
2018-12-16 13:38:00,3.8465694788442493,0.12285
2018-12-17 13:39:00,3.646007104931506,1.7285712121212122
2018-12-18 13:39:00,2.433260096355975,2.46778333333333
2018-12-19 13:40:00,3.2489890291710584,4.75688333333333
2018-12-20 13:41:00,3.8394298556890143,5.66048333333333
2018-12-21 13:41:00,5.061123766051371,3.43876666666667
2018-12-22 13:42:00,3.781543181768625,4.022018595041318
2018-12-23 13:42:00,3.4402962045958,4.726594114700721
