,forecast,actual
2018-09-30 12:13:00,5.796890647147166,6.30911666666667
2018-10-01 12:15:00,7.610786433552224,8.25948333333333
2018-10-02 12:17:00,7.59622005328114,8.04191666666667
2018-10-03 12:19:00,8.61973906211098,11.3898833333333
2018-10-04 12:21:00,5.867031707806445,0.96185
2018-10-05 12:23:00,5.206148643239659,5.7341
2018-10-06 12:25:00,2.2874929032092037,4.915119696969694
2018-10-07 12:27:00,4.919797854721112,0.19375
2018-10-08 12:29:00,4.411395463942047,6.66711666666667
2018-10-09 12:31:00,2.865325365404286,4.65048333333333
2018-10-10 12:33:00,1.1600558607986065,0.278616666666667
2018-10-11 12:35:00,1.8512037154585828,7.88911666666667
2018-10-12 12:37:00,2.796408432411069,0.371183333333333
2018-10-13 12:39:00,3.3260056562440146,0.0232833333333333
2018-10-14 12:41:00,4.166027793014223,4.48533333333333
2018-10-15 12:43:00,1.4571364427152091,2.43943333333333
2018-10-16 12:45:00,2.7398941778770376,2.9675454545454545
2018-10-17 12:47:00,0.7422406368324441,3.4626677685950438
2018-10-18 12:49:00,5.841764839000802,5.86485
2018-10-19 12:51:00,4.106715429514131,2.61496666666667
2018-10-20 12:54:00,6.477916391177414,5.55705
2018-10-21 12:56:00,4.430543963523061,3.39778333333333
2018-10-22 12:58:00,7.581298525156982,10.3679166666667
2018-10-23 13:00:00,10.454724117567014,10.5307
2018-10-24 13:02:00,10.024037443826147,8.71386666666667
2018-10-25 13:04:00,8.936125100864896,10.4524833333333
2018-10-26 13:06:00,6.415474914794237,4.81118333333333
2018-10-27 13:08:00,5.345911974492684,4.04326666666667
2018-10-28 13:10:00,2.8809141607440116,0.03095
2018-10-29 13:12:00,5.330542012554023,8.98505
2018-10-30 13:14:00,6.275383174957183,5.51826666666667
2018-10-31 13:17:00,7.354533820166061,6.8079
2018-11-01 12:19:00,2.229653809484258,3.81018333333333
2018-11-02 12:21:00,3.5475454967304043,1.11306666666667
2018-11-03 12:23:00,2.836215248954304,1.3289
2018-11-04 12:25:00,3.0986891443495654,4.75631666666667
2018-11-05 12:27:00,3.326074173082101,2.298837878787879
2018-11-06 12:29:00,2.68789615503504,0.137016666666667
2018-11-07 12:31:00,1.6887108433104614,0.456866666666667
2018-11-08 12:34:00,1.4834106090415102,1.9735898071625355
2018-11-09 12:36:00,0.7560525909013673,0.0225666666666667
2018-11-10 12:38:00,3.0186797730295507,6.8544
2018-11-11 12:40:00,1.082792391603714,1.4383
