datetime,forecast,actual,Year,Month,Day
2018-11-27 21:30:00,5.896342580394241,0.0101352498087576,2018,11,27
2018-11-27 22:00:00,6.1002064721115525,0.0126494443333333,2018,11,27
2018-11-27 22:30:00,6.240221866933124,0.0149766666666666,2018,11,27
2018-11-27 23:00:00,6.453735997267111,0.0298905555,2018,11,27
2018-11-27 23:30:00,6.66312894899561,0.0353433333333333,2018,11,27
2018-11-28 00:00:00,-0.5137384535927925,0.024105477209887,2018,11,28
2018-11-28 00:30:00,-0.1678128516679086,0.0270983333333333,2018,11,28
2018-11-28 01:00:00,0.3948047194138933,0.0551183331666666,2018,11,28
2018-11-28 01:30:00,0.7962314007545094,0.0689544443333333,2018,11,28
2018-11-28 02:00:00,0.6612020415990832,0.0109938888333333,2018,11,28
2018-11-28 02:30:00,0.4092019424731328,0.2735424676099897,2018,11,28
2018-11-28 03:00:00,0.6738479401344459,0.036275,2018,11,28
2018-11-28 03:30:00,1.232608461766019,0.533782222333333,2018,11,28
2018-11-28 04:00:00,1.2466388944016091,0.457296111166667,2018,11,28
2018-11-28 04:30:00,1.8998810359488176,1.0095955555,2018,11,28
2018-11-28 05:00:00,2.055882969128866,0.785747777833333,2018,11,28
2018-11-28 05:30:00,2.093275386574033,0.193448889,2018,11,28
2018-11-28 06:00:00,2.014411579344194,0.663261111166667,2018,11,28
2018-11-28 06:30:00,1.9874931299665952,0.319742222333333,2018,11,28
2018-11-28 07:00:00,2.175262872996681,0.039076111,2018,11,28
2018-11-28 07:30:00,2.397849829389649,0.0972500001666666,2018,11,28
2018-11-28 08:00:00,2.329624837098968,0.3298863636666663,2018,11,28
2018-11-28 08:30:00,2.9989719393995435,0.8301181037727269,2018,11,28
2018-11-28 09:00:00,3.4615747351378374,0.0001438888333333,2018,11,28
2018-11-28 09:30:00,3.8736800273952015,1.8672305071460047,2018,11,28
2018-11-28 10:00:00,5.646412386888176,0.5270855555,2018,11,28
2018-11-28 10:30:00,7.907525935546012,1.78874222233333,2018,11,28
2018-11-28 11:00:00,9.496368265119925,5.3661116665,2018,11,28
2018-11-28 11:30:00,10.254313020427666,5.50814,2018,11,28
2018-11-28 12:00:00,10.83800798366426,6.05298166683333,2018,11,28
2018-11-28 12:30:00,11.252885449427469,7.3166294445,2018,11,28
2018-11-28 13:00:00,10.816044389710733,4.499477222,2018,11,28
2018-11-28 13:30:00,10.616783046875838,5.64770555533333,2018,11,28
2018-11-28 14:00:00,10.056073119631137,4.97390166666667,2018,11,28
2018-11-28 14:30:00,10.951052435919706,4.99966944433333,2018,11,28
2018-11-28 15:00:00,10.727676695551596,6.01948888883333,2018,11,28
2018-11-28 15:30:00,10.781169211767327,6.53727277766667,2018,11,28
2018-11-28 16:00:00,11.37670216656468,6.8071755555,2018,11,28
2018-11-28 16:30:00,12.106731659168377,7.8497944445,2018,11,28
2018-11-28 17:00:00,12.432897918226828,8.03575500016667,2018,11,28
2018-11-28 17:30:00,12.918025966786546,7.472211111,2018,11,28
2018-11-28 18:00:00,13.12952488426301,7.3254444445,2018,11,28
2018-11-28 18:30:00,13.955560381172926,7.10518333333333,2018,11,28
2018-11-28 19:00:00,14.385983406699172,8.2321944445,2018,11,28
2018-11-28 19:30:00,14.428831006516331,8.69715333333333,2018,11,28
2018-11-28 20:00:00,14.83676538928652,8.452095,2018,11,28
2018-11-28 20:30:00,15.016330362185087,7.59151888883333,2018,11,28
2018-11-28 21:00:00,14.89055207272707,8.20922888866667,2018,11,28
2018-11-28 21:30:00,15.10167643735187,7.41641055566667,2018,11,28
2018-11-28 22:00:00,15.317387498188053,8.0791544445,2018,11,28
2018-11-28 22:30:00,15.933663400471728,8.30226722216667,2018,11,28
2018-11-28 23:00:00,15.758965004855211,8.19578388883333,2018,11,28
2018-11-28 23:30:00,15.803335518234046,8.34280666683333,2018,11,28
2018-11-29 00:00:00,8.797549003691037,9.275265555,2018,11,29
2018-11-29 00:30:00,9.244033488035704,8.9435399995,2018,11,29
2018-11-29 01:00:00,8.898451757676622,8.33639,2018,11,29
2018-11-29 01:30:00,9.051784204984044,9.190535,2018,11,29
2018-11-29 02:00:00,8.498428562640699,8.69675444433333,2018,11,29
2018-11-29 02:30:00,8.172961863992816,8.03346000016667,2018,11,29
2018-11-29 03:00:00,7.811929280874977,6.50478388883333,2018,11,29
2018-11-29 03:30:00,8.133089633102898,8.92430666666667,2018,11,29
2018-11-29 04:00:00,8.348138977403996,8.1467155555,2018,11,29
2018-11-29 04:30:00,8.244750117880239,6.7232055555,2018,11,29
2018-11-29 05:00:00,7.798473927168229,7.25879944433333,2018,11,29
2018-11-29 05:30:00,7.526378841622773,7.37559944466667,2018,11,29
2018-11-29 06:00:00,7.347128754108894,6.61269333333333,2018,11,29
2018-11-29 06:30:00,7.287781940381802,5.8603844445,2018,11,29
2018-11-29 07:00:00,7.310774341244,6.01455666666667,2018,11,29
2018-11-29 07:30:00,7.39499854943621,6.3102544445,2018,11,29
2018-11-29 08:00:00,7.148869106942303,6.3873805555,2018,11,29
2018-11-29 08:30:00,6.80608465970861,5.28346444433333,2018,11,29
2018-11-29 09:00:00,6.940469808313538,5.13309611133333,2018,11,29
2018-11-29 09:30:00,6.991418545966779,6.23827277783333,2018,11,29
2018-11-29 10:00:00,6.194901057691693,4.3255894445,2018,11,29
2018-11-29 10:30:00,6.224902605355267,4.53668500016667,2018,11,29
2018-11-29 11:00:00,6.379039449763552,4.76284777766667,2018,11,29
2018-11-29 11:30:00,6.275703554150538,4.46490833333333,2018,11,29
2018-11-29 12:00:00,5.924580364751358,4.16532166666667,2018,11,29
2018-11-29 12:30:00,6.015247911380656,3.831188889,2018,11,29
2018-11-29 13:00:00,6.301000496570768,4.373213889,2018,11,29
2018-11-29 13:30:00,6.296291496378897,4.1525894445,2018,11,29
2018-11-29 14:00:00,6.20830843877128,3.484698889,2018,11,29
2018-11-29 14:30:00,6.238656422479813,4.02262333333333,2018,11,29
2018-11-29 15:00:00,6.506437068547309,3.72855833316667,2018,11,29
2018-11-29 15:30:00,6.5751678380985545,3.456466111,2018,11,29
2018-11-29 16:00:00,6.937837608233708,3.6557644445,2018,11,29
2018-11-29 16:30:00,6.955061599347225,4.0446644445,2018,11,29
2018-11-29 17:00:00,7.299634309552128,4.42896888883333,2018,11,29
2018-11-29 17:30:00,8.24942603834043,6.26819277766667,2018,11,29
2018-11-29 18:00:00,8.986790540661126,6.79092999983333,2018,11,29
2018-11-29 18:30:00,8.541548830778853,6.7165994445,2018,11,29
2018-11-29 19:00:00,8.337837756253432,5.79043833316667,2018,11,29
2018-11-29 19:30:00,8.368259584167582,4.8803733335,2018,11,29
2018-11-29 20:00:00,7.4888545899610275,4.114426111,2018,11,29
2018-11-29 20:30:00,7.160775014890983,3.89370777783333,2018,11,29
2018-11-29 21:00:00,7.244442414720941,5.324368889,2018,11,29
2018-11-29 21:30:00,7.901383684444828,5.33471722216667,2018,11,29
2018-11-29 22:00:00,8.443544168915334,5.03188666666667,2018,11,29
2018-11-29 22:30:00,7.610473850856158,4.35092500016667,2018,11,29
2018-11-29 23:00:00,5.787790646445824,1.03333444433333,2018,11,29
2018-11-29 23:30:00,5.672686746580976,1.57765333333333,2018,11,29
2018-11-30 00:00:00,3.36552752876106,2.17138786133333,2018,11,30
2018-11-30 00:30:00,3.5910134767933792,2.60754055566667,2018,11,30
2018-11-30 01:00:00,3.290702644911807,3.39007277783333,2018,11,30
2018-11-30 01:30:00,2.728732913460066,1.83029111116667,2018,11,30
2018-11-30 02:00:00,3.47423100789889,2.45474444433333,2018,11,30
2018-11-30 02:30:00,3.82280961156988,2.53652055533333,2018,11,30
2018-11-30 03:00:00,3.646596534812666,2.97230555583333,2018,11,30
2018-11-30 03:30:00,3.5444421112644733,4.03487722216667,2018,11,30
2018-11-30 04:00:00,3.958026639701034,4.18030722216667,2018,11,30
2018-11-30 04:30:00,4.115332945011215,3.724995,2018,11,30
2018-11-30 05:00:00,3.49342518112437,2.82781444433333,2018,11,30
2018-11-30 05:30:00,2.996791224698899,3.301283889,2018,11,30
2018-11-30 06:00:00,2.792893264465217,2.27793222233333,2018,11,30
2018-11-30 06:30:00,3.695496876798708,3.71656222216667,2018,11,30
2018-11-30 07:00:00,4.13177867561489,3.74140166666667,2018,11,30
2018-11-30 07:30:00,3.607331044919616,3.635213889,2018,11,30
2018-11-30 08:00:00,3.300500091152145,2.55596777766667,2018,11,30
2018-11-30 08:30:00,3.17180894887443,2.27243277783333,2018,11,30
2018-11-30 09:00:00,3.127413143587207,2.16229555566667,2018,11,30
2018-11-30 09:30:00,2.6314471873260024,1.82218888883333,2018,11,30
2018-11-30 10:00:00,2.449643908578321,1.55569277783333,2018,11,30
2018-11-30 10:30:00,3.093519255411898,1.65338222216667,2018,11,30
2018-11-30 11:00:00,4.020284880413885,3.39096000016667,2018,11,30
2018-11-30 11:30:00,4.101579627348984,2.44692277783333,2018,11,30
2018-11-30 12:00:00,3.7685287235024303,1.4066305555,2018,11,30
2018-11-30 12:30:00,3.4768946496998168,1.7042433335,2018,11,30
2018-11-30 13:00:00,3.734479962702657,2.20763555566667,2018,11,30
2018-11-30 13:30:00,3.7460799362110073,2.28445944433333,2018,11,30
2018-11-30 14:00:00,3.1184811711719456,0.722731666666667,2018,11,30
2018-11-30 14:30:00,3.097361248881699,1.999446111,2018,11,30
2018-11-30 15:00:00,3.212188728119111,1.73549777766667,2018,11,30
2018-11-30 15:30:00,3.8321806757570176,1.89814222216667,2018,11,30
2018-11-30 16:00:00,4.287292967699308,2.50047222216667,2018,11,30
2018-11-30 16:30:00,4.127567357472786,2.89631722233333,2018,11,30
2018-11-30 17:00:00,3.748695128928881,1.88713888883333,2018,11,30
2018-11-30 17:30:00,3.715775237006252,1.510713889,2018,11,30
2018-11-30 18:00:00,3.910138276308502,2.372585,2018,11,30
2018-11-30 18:30:00,3.842795739308195,3.44257222233333,2018,11,30
2018-11-30 19:00:00,3.440212650486887,1.57088277766667,2018,11,30
2018-11-30 19:30:00,3.5967567460685546,2.94031222216667,2018,11,30
2018-11-30 20:00:00,3.869954893667607,2.75962333333333,2018,11,30
2018-11-30 20:30:00,3.9314021818233775,2.12642944433333,2018,11,30
2018-11-30 21:00:00,4.244765162117803,3.86182499983333,2018,11,30
2018-11-30 21:30:00,4.270093964674472,3.15284611116667,2018,11,30
2018-11-30 22:00:00,3.971931816619133,2.01802388883333,2018,11,30
2018-11-30 22:30:00,3.871630678510828,2.36887500016667,2018,11,30
2018-11-30 23:00:00,3.485520433112699,1.08841333316667,2018,11,30
2018-11-30 23:30:00,3.1851823746253856,0.360499444666667,2018,11,30
2018-12-01 00:00:00,1.306704074940903,0.596385,2018,12,1
2018-12-01 00:30:00,0.8328571131445611,0.0201305556666666,2018,12,1
2018-12-01 01:00:00,0.7033912789584207,0.0280133331666666,2018,12,1
2018-12-01 01:30:00,1.3125315267851152,0.421328889,2018,12,1
2018-12-01 02:00:00,1.9758414537216145,1.65455888883333,2018,12,1
2018-12-01 02:30:00,2.415283518385686,2.81799055533333,2018,12,1
2018-12-01 03:00:00,2.7890764662201577,4.06584222233333,2018,12,1
2018-12-01 03:30:00,2.5264389095002806,2.61008944433333,2018,12,1
2018-12-01 04:00:00,1.832350360480832,0.693161111166667,2018,12,1
2018-12-01 04:30:00,1.803498980558364,0.471921666833333,2018,12,1
2018-12-01 05:00:00,2.0503024288353933,0.488441111166667,2018,12,1
2018-12-01 05:30:00,2.260870295476955,1.0034955555,2018,12,1
2018-12-01 06:00:00,1.8417810689784733,1.6702966665,2018,12,1
2018-12-01 06:30:00,1.6038195213502235,0.332093333333333,2018,12,1
2018-12-01 07:00:00,1.8213453494884548,0.5849444445,2018,12,1
2018-12-01 07:30:00,1.788999343093013,0.132074444333333,2018,12,1
2018-12-01 08:00:00,2.1677555804426345,0.559436666666667,2018,12,1
2018-12-01 08:30:00,2.6572340366301206,0.816595555666667,2018,12,1
2018-12-01 09:00:00,2.770187531428697,1.87006277783333,2018,12,1
2018-12-01 09:30:00,2.9710584263619784,3.667285,2018,12,1
2018-12-01 10:00:00,2.719009317249113,2.94086722216667,2018,12,1
2018-12-01 10:30:00,2.657175376872828,1.71256499983333,2018,12,1
2018-12-01 11:00:00,3.254534495900169,3.04748388883333,2018,12,1
2018-12-01 11:30:00,3.477894920688573,5.169436111,2018,12,1
2018-12-01 12:00:00,3.121362801374674,3.419913889,2018,12,1
2018-12-01 12:30:00,2.879999497477695,2.41105055566667,2018,12,1
2018-12-01 13:00:00,2.761420709080648,2.02321666666667,2018,12,1
2018-12-01 13:30:00,2.5761132365906128,2.8774933335,2018,12,1
2018-12-01 14:00:00,2.4493458465058424,1.40253999983333,2018,12,1
2018-12-01 14:30:00,2.127190840144035,1.59088277783333,2018,12,1
2018-12-01 15:00:00,2.07844488919378,0.4136544445,2018,12,1
2018-12-01 15:30:00,2.53428258916406,0.620855,2018,12,1
2018-12-01 16:00:00,2.6877316263279667,2.6609855555,2018,12,1
2018-12-01 16:30:00,2.925964585611697,2.71903444433333,2018,12,1
2018-12-01 17:00:00,3.4508615098632305,3.96687500016667,2018,12,1
2018-12-01 17:30:00,3.76540732329548,4.465438889,2018,12,1
2018-12-01 18:00:00,3.480751778731312,2.95808499983333,2018,12,1
2018-12-01 18:30:00,3.5029760743321594,3.40967222216667,2018,12,1
2018-12-01 19:00:00,3.0020506405187746,1.94112555566667,2018,12,1
2018-12-01 19:30:00,2.698855150119152,1.91579333316667,2018,12,1
2018-12-01 20:00:00,2.6714499632104656,1.17903277783333,2018,12,1
2018-12-01 20:30:00,2.434500600053366,0.0876644445,2018,12,1
2018-12-01 21:00:00,1.821695454663009,0.0471794445,2018,12,1
2018-12-01 21:30:00,2.492890874082603,0.1782444445,2018,12,1
2018-12-01 22:00:00,2.7391079335141306,0.597401666833333,2018,12,1
2018-12-01 22:30:00,2.2336261586165467,0.0384100001666666,2018,12,1
